,number,first_name,last_name,gender,birth_date,employment_status,annual_salary,tax_file_no
890,873,Minta,Schmitt,F,1972-04-17,CA,108987.0,
891,337,Carlota,Ruecker,,1973-05-14,PE,141437.0,
892,147,Bryan,Schulist,M,1972-09-10,PE,146652.0,
893,889,Zechariah,Will,F,1977-06-27,PE,127310.0,
894,354,Levon,Reinger,F,1980-01-10,PE,100738.0,
895,980,Gisselle,Goodwin,M,1990-01-02,TE,136427.0,
896,328,Randal,Greenholt,F,1996-05-05,CA,121584.0,
897,207,True,Mante,M,1984-04-29,TE,84350.0,
898,517,Dinah,Ortiz,,1991-07-21,,129401.0,
899,281,Simon,Ortiz,F,1978-05-18,,67293.0,
900,390,Rosanne,Kihn,M,1990-01-02,PE,149941.0,
901,309,Beatriz,Brakus,,1974-07-12,TE,118988.0,
902,637,Iyanna,Bauch,F,1985-06-12,PE,117873.0,
903,217,Ryann,Mertz,M,1997-06-21,,83567.0,
904,480,Guss,Schultz,,1996-04-27,PE,95139.0,
905,690,Dejah,Mertz,F,1978-08-06,PE,113054.0,
906,492,Irl,Okuneva,M,1981-10-04,PE,58334.0,
907,126,Rayfield,Armstrong,,1974-01-16,PE,121744.0,
908,797,Oline,Bednar,F,1992-11-02,TE,121636.0,
909,679,Marie,Gibson,M,1982-03-22,,138310.0,
910,217,Adrian,Christiansen,F,1992-05-20,PE,118067.0,
911,775,Anfernee,Mitchell,F,1988-05-17,PE,92425.0,
912,599,Joshuah,Walker,F,1982-04-12,TE,127064.0,
913,908,Angella,Stanton,F,1995-08-02,,104029.0,
914,824,Mathilda,Cormier,F,1978-08-07,TE,140012.0,
915,698,Elvis,Kunze,M,1979-06-19,PE,138143.0,
916,841,Sarai,Heidenreich,F,1983-03-08,PE,76742.0,
917,54,Keandre,Herzog,M,1991-06-27,PE,133885.0,
918,818,Mikeal,Deckow,M,1970-12-05,TE,99191.0,
919,792,Akeem,Mann,F,1974-11-26,PE,120863.0,
920,906,Augustin,Bins,,1987-06-27,PE,136597.0,
921,751,Eric,Gislason,,1984-10-29,TE,70713.0,
922,43,Montel,Kunde,F,1996-07-29,CA,105292.0,
923,628,Lucretia,Shanahan,,1983-07-02,CA,128515.0,
924,749,Drake,Conroy,F,1988-11-28,TE,146475.0,
925,134,Seth,Schuppe,,1986-11-23,,148986.0,
926,623,Tyrique,Gusikowski,F,1971-02-10,PE,145009.0,
927,430,Stephan,Streich,,1995-02-08,PE,80348.0,
928,490,Beula,Koss,F,1971-04-29,,77730.0,
929,669,Evaline,Bashirian,,1988-12-20,PE,108479.0,
930,920,Devan,Harris,M,1972-09-26,PE,124033.0,
931,291,Berneice,Powlowski,,1980-11-25,PE,146171.0,
932,363,Moody,Padberg,F,1996-06-27,PE,117535.0,
933,378,Jeannine,Hyatt,,1970-11-18,PE,126739.0,
934,710,Jaycee,Koss,M,1971-10-15,TE,147143.0,
935,151,Truman,Hansen,M,1999-01-15,PE,108002.0,
936,994,Gertie,Veum,M,1994-11-16,,78682.0,
937,430,Octavia,Schaefer,,1971-02-23,TE,119608.0,
938,185,Thomas,Leffler,M,1991-01-27,PE,96328.0,
939,222,Caddie,Toy,F,1986-12-16,PE,74409.0,
940,921,Kory,Luettgen,M,1993-04-28,PE,70790.0,
941,218,Kaiden,Hayes,,1975-04-06,CA,143624.0,
942,666,Ross,Konopelski,F,1999-05-30,,87013.0,
943,809,Milas,Williamson,F,1977-11-02,PE,93584.0,
944,233,Leo,Bartell,,1995-07-07,PE,74990.0,
945,607,Stuart,Cronin,F,1971-11-18,,128312.0,
946,780,Elaine,Von,M,1972-07-06,PE,63224.0,
947,542,Casimer,Reynolds,M,1980-01-06,PE,76821.0,
948,75,Kayson,Towne,F,1980-11-08,TE,68757.0,
949,166,Ailene,Bradtke,M,1977-10-27,TE,126848.0,
950,780,Hailey,Luettgen,M,1979-02-25,PE,64791.0,
951,660,Rebekah,Ullrich,F,1986-12-04,,118321.0,
952,590,Santana,Jones,F,1999-03-09,TE,85004.0,
953,214,Debbie,Bayer,F,1983-12-31,PE,140985.0,
954,34,Danyel,Considine,F,1973-05-05,PE,61059.0,
955,79,Dorsey,Zemlak,M,1988-10-30,,72049.0,
956,590,Deidre,Graham,F,1984-02-18,,85806.0,
957,233,Bryce,Beatty,M,1970-12-15,CA,57111.0,
958,860,Tera,Glover,M,1972-04-07,TE,123495.0,
959,731,Abraham,Botsford,M,1990-06-01,,80828.0,
960,189,Clarke,Block,,1982-07-10,PE,80576.0,
961,668,Karrie,Prosacco,F,1970-12-23,PE,119203.0,
962,160,Daniele,Kassulke,M,1989-04-28,PE,138123.0,
963,56,Seth,Rippin,M,1976-04-11,PE,148561.0,
964,406,Vida,Hintz,F,1971-10-28,PE,121373.0,
965,91,Glennis,Abshire,M,1992-01-19,,104223.0,
966,743,Dessa,Crona,F,1975-04-06,,60560.0,
967,767,Joshua,Renner,M,1979-02-26,PE,109423.0,
968,88,Tempie,Heller,F,1983-07-10,PE,141141.0,
969,419,Tari,Waelchi,F,1998-10-08,PE,84696.0,
970,724,Gunnar,Prosacco,M,1979-01-26,PE,126024.0,
971,607,Alto,Wisozk,F,1975-01-11,PE,136728.0,
972,792,Nanci,Schuppe,F,1989-12-30,PE,56949.0,
973,367,Kerwin,Purdy,,1979-01-03,PE,55215.0,
974,835,Olar,Pagac,M,1997-02-15,,93548.0,
975,260,Karley,Hahn,M,1984-08-24,PE,134543.0,
976,772,Linsey,Grant,F,1974-11-11,PE,73168.0,
977,36,Callie,Lesch,M,1992-10-04,,66278.0,
978,699,Gloria,Treutel,F,1995-12-16,PE,100276.0,
979,544,Henrietta,Greenholt,,1977-04-06,PE,93206.0,
980,931,Sommer,Johnston,F,1972-11-24,PE,95217.0,
981,995,Diamond,Corkery,M,1974-05-25,PE,132008.0,
982,893,Cheyenne,Schroeder,M,1972-02-21,CA,126051.0,
983,301,Jimmie,Wisoky,F,1982-03-15,PE,55945.0,
984,95,Jase,Dibbert,M,1972-12-03,PE,146698.0,
985,819,Jed,Casper,,1998-04-21,CA,98343.0,
986,137,Rosco,Lynch,,1989-06-20,PE,103499.0,
987,562,Alpheus,Mayer,F,1977-01-25,PE,83631.0,
988,385,Marina,Stark,M,1995-02-19,TE,98078.0,
989,97,Jonnie,McDermott,M,1980-07-13,CA,100740.0,
990,916,Jerrad,Orn,,1976-12-15,PE,142640.0,
991,762,Fitzgerald,Welch,M,1991-04-11,CA,88134.0,
992,308,Elberta,Harvey,F,1988-12-29,PE,146691.0,
993,799,Valentino,Hudson,M,1988-09-16,PE,98463.0,
994,606,Patty,Swift,F,1987-12-26,CA,126589.0,
995,712,Dann,Crooks,,1983-12-25,CA,66592.0,
996,132,Maxim,Orn,M,1971-03-01,CA,127966.0,
997,126,Kimberli,Walter,M,1976-03-07,CA,60712.0,
998,277,Talmage,Bartell,F,1989-02-19,PE,103606.0,
999,960,Laurie,Nienow,M,1993-04-01,PE,127405.0,
